"(21.732568,105.396672),"
"(-15.597589,-56.065912),"
"(35.008917,38.290599),"
"(12.36566,-1.53388),"
"(3.43722,-76.5225),"
"(68.154468,-151.709778),"

"(-16.5,-68.15),"
"(0.51528,25.19099),"
"(-5.416886,105.273241),"
"(38.181236,18.622525),"
"(35.19534,-80.81711),"
"(11.56667,108.98333),"
"(33.949274,-117.36368),"
"(64.82944,-147.629116),"
"(64.724809,-153.629618),"
"(17.73951,-64.783592),"
"(64.724809,-153.629618),"
"(30.06263,31.24967),"
"(-2.667037,150.622276),"
"(64.724809,-153.629618),"
"(13.348817,121.189434),"
"(33.791535,-109.988808),"
"(34.780051,-99.333065),"
"(40.265028,-89.191575),"
"(61.830766,-149.7623),"
"(38.840846,-104.936492),"
"(37.26262,-107.017472),"
"(66.146924,-125.335712),"
"(54.913672,9.802114),"
"(58.113864,-135.429133),"
"(14.6042,120.9822),"
"(7.996115,38.896778),"
"(-1.28333,36.81667),"
"(41.400347,2.159592),"
"(41.204237,-74.016362),"
"(39.151597,-77.982524),"
"(6.8343,80.5676),"
"(60.542133,-145.763098),"
"(-30.462642,28.459875),"
"(40.012587,63.875724),"
"(9.75,-63.17667),"
"(40.524809,-111.957463),"
"(47.000571,25.501719),"
"(55.741469,37.615561),"
"(12.25,109.18333),"
"(39.633957,-97.140257),"


"(34.019023,-118.16576),"
"(58.503052,-134.249544),"
"(47.516581,19.092281),"
"(17.978081,102.62713),"
"(41.01384,28.94966),"
"(18.50012,-69.98857),"
"(61.097679,-146.312352),"

"(14.6042,120.9822),"
"(38.376457,26.137774),"

"(6.25184,-75.56359),"
"(-21.034508,-41.073083),"
"(42.763453,-88.21635),"
"(13.98333,108),"
"(-33.528049,-64.168459),"
"(13.15,33.93333),"
"(47.837293,-122.90916),"
"(10.75,106.66667),"
"(34.4317,-119.873374),"
"(64.724809,-153.629618),"
"(8.08289,-72.80071),"
"(-38.671372,145.613111),"
"(63.676995,-170.50487),"
"(17.441974,103.712467),"
"(14.6042,120.9822),"
"(-11.928923,-49.542449),"
"(40.647226,-73.779789),"
"(41.673767,-83.563838),"
"(6.909091,-71.847396),"
"(47.228973,-1.554004),"
"(-33.214059,-70.685046),"
"(4.60971,-74.08175),"
"(59.644845,-151.502169),"
"(32.985675,-117.025023),"
"(41.64159,41.63593),"
"(43.016404,-83.076722),"
"(25.058464,121.549514),"
"(31.649504,-7.189711),"
"(13.29222,-87.65389),"
"(39.740959,-104.985798),"

"(33.5102,36.29128),"
"(38.861201,-82.856498),"
"(13.66845,-89.27004),"
"(63.761297,-171.717375),"
"(51.419977,12.223148),"
"(7.996115,38.896778),"
"(-2.984665,104.764678),"
"(33.88432,35.501527),"
"(38.799399,-1.740922),"
"(10.96389,-74.79639),"
"(-16.878549,145.751538),"
